customer_id,age,gender,subscription_type,watch_hours,last_login_days,region,device,monthly_fee,churned,payment_method,number_of_profiles,avg_watch_time_per_day,favorite_genre,Random_Text,Unused_Code,Extra_Column,Fake_Status
CUS_2139,55,Other,Premium,18.02,36,North America,Mobile,17.99,0,Credit Card,4,0.49,Romance,dummy,49426,temp,yes
CUS_1794,27,Other,Standard,20.02,53,Africa,Laptop,13.99,0,Credit Card,4,0.37,Action,dummy,60969,abc,yes
CUS_694,23,Male,Standard,4.46,24,###,Mobile,13.99,1,Gift Card,3,0.18,Documentary,trash,63844,none,no
CUS_4060,46,Male,Standard,8.72,8,Europe,Desktop,13.99,0,Debit Card,5,0.97,Documentary,sample,67776,xyz,no
CUS_1673,29,Female,Premium,17.11,5,South America,Mobile,17.99,0,Crypto,1,2.85,Horror,sample,98112,abc,no
CUS_3981,39,Other,Standard,0.75,27,,Laptop,13.99,1,Crypto,4,0.03,Romance,trash,14027,abc,maybe
CUS_652,64,Male,Standard,30.64,50,N/A,Laptop,13.99,0,PayPal,3,0.6,Comedy,random,11362,none,yes
CUS_651,70,Male,Basic,15.81,44,invalid,Tablet,8.99,1,Crypto,1,0.35,Documentary,dummy,8607,none,no
CUS_3438,46,Other,Premium,2.98,12,Europe,Laptop,17.99,1,Debit Card,2,0.23,Action,random,56074,temp,maybe
CUS_563,47,Female,Basic,8.22,4,error,TV,8.99,0,Gift Card,2,1.64,Action,random,84724,none,no
CUS_4109,30,Female,Basic,2.99,51,Europe,Laptop,8.99,1,Credit Card,4,0.06,Horror,trash,10870,abc,maybe
CUS_4888,29,Other,Standard,14.85,39,???,Mobile,13.99,0,Credit Card,5,0.37,Drama,sample,50295,temp,maybe
CUS_252,49,Other,Standard,5.02,26,South America,Tablet,13.99,0,Credit Card,4,0.19,Documentary,dummy,77902,abc,no
CUS_066,31,Male,Standard,1.77,34,,TV,13.99,1,PayPal,3,0.05,Sci-Fi,trash,35821,abc,yes
CUS_319,28,Other,Basic,16.54,24,South America,Laptop,8.99,0,Crypto,3,0.66,Romance,sample,62615,none,maybe
CUS_3843,40,Other,Basic,75.99,9,Africa,Mobile,8.99,0,Credit Card,1,7.6,Comedy,random,61929,abc,yes
CUS_409,32,Female,Standard,6.93,34,South America,Mobile,13.99,1,Crypto,3,0.2,Comedy,sample,33665,abc,yes
CUS_2376,21,Female,Standard,25.32,60,Europe,Mobile,13.99,0,Crypto,4,0.42,Comedy,sample,78422,none,yes
CUS_3440,47,Male,Standard,3.71,54,???,Desktop,13.99,1,Crypto,5,0.07,Action,dummy,64873,none,no
CUS_734,39,Female,Standard,67.05,24,Oceania,Mobile,13.99,0,PayPal,2,2.68,Romance,trash,9797,none,no
CUS_3416,51,Male,Premium,3.79,2,Asia,Laptop,17.99,0,Credit Card,3,1.26,Sci-Fi,random,84884,xyz,no
CUS_4952,20,Male,Standard,13.57,45,Oceania,Mobile,13.99,1,PayPal,1,0.29,Sci-Fi,trash,30543,temp,no
CUS_062,43,Female,Premium,2.5,33,Europe,TV,17.99,1,Credit Card,3,0.07,Action,trash,93526,abc,no
CUS_1980,50,Female,Basic,8.09,4,North America,Mobile,8.99,0,Debit Card,1,1.62,Action,random,67176,temp,yes
CUS_1157,65,Female,Standard,0.53,1,,Laptop,13.99,0,Credit Card,5,0.27,Sci-Fi,random,37432,xyz,no
CUS_2782,22,Female,Standard,10.29,17,South America,Desktop,13.99,0,Gift Card,5,0.57,Comedy,trash,16604,xyz,yes
CUS_2944,38,Other,Basic,1.13,41,Asia,Desktop,8.99,1,Crypto,2,0.03,Comedy,dummy,33963,abc,no
CUS_2516,45,Male,Standard,2.69,8,error,Tablet,13.99,1,Crypto,3,0.3,Drama,trash,15586,abc,maybe
CUS_2081,68,Female,Basic,15.85,38,,TV,8.99,1,Crypto,2,0.41,Horror,random,83359,xyz,maybe
CUS_4555,70,Female,Standard,19.11,28,Africa,Laptop,13.99,0,PayPal,4,0.66,Romance,dummy,50071,none,maybe
CUS_1704,22,Female,Basic,8.01,26,,Tablet,8.99,1,PayPal,1,0.3,Drama,sample,95466,abc,maybe
CUS_4587,44,Male,Standard,4.2,39,Asia,Laptop,13.99,1,PayPal,3,0.11,Action,sample,72670,abc,yes
CUS_1025,66,Other,Basic,0.83,30,Europe,Laptop,8.99,1,PayPal,5,0.03,Comedy,trash,42390,xyz,no
CUS_4860,23,Male,Basic,17.27,10,N/A,TV,8.99,0,PayPal,4,1.57,Romance,sample,41866,abc,no
CUS_2111,37,Male,Basic,3.05,15,South America,Tablet,8.99,1,Gift Card,3,0.19,Sci-Fi,sample,92314,abc,yes
CUS_1814,35,Female,Basic,20.74,51,,Mobile,8.99,0,Debit Card,5,0.4,Horror,random,89310,temp,yes
CUS_3379,34,Male,Standard,7.38,26,South America,Desktop,13.99,0,Debit Card,1,0.27,Sci-Fi,dummy,27696,abc,maybe
CUS_3414,37,Male,Standard,8.39,8,Oceania,Desktop,13.99,0,Crypto,5,0.93,Action,trash,55108,none,yes
CUS_320,57,Female,Premium,0.26,28,Europe,Tablet,17.99,1,Credit Card,2,0.01,Action,sample,36842,abc,yes
CUS_2252,28,Male,Standard,5.29,18,Europe,Desktop,13.99,0,Debit Card,1,0.28,Horror,random,46045,abc,no
CUS_997,54,Other,Premium,6.83,53,Oceania,TV,17.99,0,Debit Card,4,0.13,Documentary,sample,48746,none,yes
CUS_473,28,Female,Basic,35.03,37,Asia,Desktop,8.99,0,Credit Card,4,0.92,Comedy,sample,74033,abc,no
CUS_2446,18,Male,Basic,32.68,58,Africa,TV,8.99,0,Gift Card,5,0.55,Romance,sample,66708,xyz,yes
CUS_1791,29,Other,Basic,14.55,18,North America,TV,8.99,0,PayPal,3,0.77,Comedy,trash,61772,temp,maybe
CUS_4457,40,Male,Basic,0.28,37,,Desktop,8.99,1,Gift Card,2,0.01,Romance,dummy,14062,xyz,no
CUS_1672,56,Other,Premium,0.12,10,Oceania,Laptop,17.99,1,Crypto,4,0.01,Horror,sample,46396,abc,yes
CUS_4712,18,Other,Premium,12.22,48,Europe,TV,17.99,0,Debit Card,5,0.25,Sci-Fi,dummy,1949,xyz,no
CUS_1244,20,Other,Standard,3.19,53,South America,Tablet,13.99,1,Gift Card,4,0.06,Sci-Fi,random,54673,none,no
CUS_4420,55,Male,Standard,13.16,57,Africa,Mobile,13.99,1,Crypto,5,0.23,Sci-Fi,dummy,45979,none,maybe
CUS_1582,31,Male,Premium,3.81,39,Asia,TV,17.99,1,Crypto,1,0.1,Documentary,random,2686,xyz,yes
CUS_4619,38,Female,Standard,32.31,11,invalid,Mobile,13.99,0,PayPal,3,2.69,Horror,sample,15797,none,no
CUS_626,25,Other,Standard,6.11,0,unknown,Laptop,13.99,0,Credit Card,1,6.11,Drama,sample,91751,abc,maybe
CUS_4741,54,Male,Premium,18.07,14,Asia,TV,17.99,0,Debit Card,2,1.2,Sci-Fi,trash,81177,xyz,yes
CUS_4076,26,Male,Premium,10.65,37,,TV,17.99,1,Credit Card,3,0.28,Horror,random,62876,xyz,maybe
CUS_2509,29,Female,Standard,3.69,1,N/A,Tablet,13.99,0,Credit Card,1,1.84,Documentary,trash,43214,xyz,yes
CUS_3306,63,Other,Basic,14.16,45,Europe,Laptop,8.99,1,Credit Card,4,0.31,Romance,dummy,9594,none,yes
CUS_2593,21,Female,Standard,0.44,1,Asia,Tablet,13.99,1,PayPal,1,0.22,Romance,sample,74092,xyz,no
CUS_4673,29,Other,Premium,4.46,42,error,Tablet,17.99,1,PayPal,4,0.1,Comedy,trash,30560,temp,maybe
CUS_4724,28,Other,Premium,17.1,16,Africa,Desktop,17.99,0,Crypto,4,1.01,Action,sample,2499,abc,maybe
CUS_1702,37,Male,Standard,5.08,40,Africa,Laptop,13.99,0,PayPal,4,0.12,Documentary,sample,40805,temp,no
CUS_4940,33,Other,Standard,7.87,42,Europe,Tablet,13.99,0,PayPal,5,0.18,Sci-Fi,sample,30610,temp,maybe
CUS_3423,18,Other,Standard,4.64,21,North America,Laptop,13.99,1,Debit Card,3,0.21,Documentary,sample,9269,none,no
CUS_1804,33,Other,Standard,8.94,50,,Desktop,13.99,1,Crypto,3,0.18,Sci-Fi,sample,95167,abc,no
CUS_1200,38,Female,Basic,6.63,24,Europe,Mobile,8.99,1,Crypto,3,0.27,Drama,trash,92655,xyz,maybe
CUS_4161,37,Male,Standard,3.66,5,Africa,Tablet,13.99,0,PayPal,1,0.61,Sci-Fi,trash,49064,temp,yes
CUS_4621,40,Other,Basic,6.86,1,invalid,Tablet,8.99,0,Crypto,4,3.43,Sci-Fi,random,53715,xyz,yes
CUS_236,37,Male,Basic,4.84,25,Africa,Laptop,8.99,1,PayPal,5,0.19,Action,dummy,15446,none,yes
CUS_983,52,Other,Premium,26.94,6,###,Desktop,17.99,0,Crypto,3,3.85,Documentary,trash,16837,abc,yes
CUS_394,70,Other,Standard,4.69,32,Asia,TV,13.99,1,Debit Card,3,0.14,Documentary,dummy,32500,none,maybe
CUS_4665,54,Female,Basic,13.25,49,Europe,Mobile,8.99,1,Debit Card,3,0.27,Action,dummy,64573,temp,maybe
CUS_2311,46,Male,Premium,26.01,3,Asia,Mobile,17.99,0,Debit Card,3,6.5,Horror,sample,24407,temp,maybe
CUS_3204,46,Male,Premium,10.11,52,N/A,Tablet,17.99,1,Credit Card,1,0.19,Documentary,random,72244,xyz,yes
CUS_1732,62,Male,Premium,5.94,16,,TV,17.99,0,Credit Card,4,0.35,Documentary,sample,16575,abc,yes
CUS_1733,36,Other,Premium,25.4,46,Oceania,Laptop,17.99,0,Debit Card,5,0.54,Documentary,random,14943,xyz,yes
CUS_3127,49,Male,Basic,11.25,9,South America,Mobile,8.99,0,Debit Card,1,1.12,Action,trash,5585,none,no
CUS_4355,44,Other,Premium,6.78,6,Africa,Laptop,17.99,0,PayPal,5,0.97,Action,random,22351,none,maybe
CUS_4102,24,Male,Standard,0.49,2,,Laptop,13.99,0,Debit Card,2,0.16,Romance,sample,8188,none,no
CUS_4937,30,Other,Standard,3.79,20,Africa,Desktop,13.99,1,Crypto,5,0.18,Drama,trash,95784,none,maybe
CUS_2903,41,Female,Premium,6.01,36,North America,Tablet,17.99,0,Debit Card,4,0.16,Action,trash,1312,none,maybe
CUS_2661,47,Other,Basic,14.58,56,Asia,Desktop,8.99,1,Credit Card,3,0.26,Documentary,sample,35205,none,no
CUS_038,22,Female,Standard,9.69,35,Asia,TV,13.99,1,Crypto,4,0.27,Documentary,dummy,70642,none,maybe
CUS_587,22,Other,Premium,2.61,10,error,TV,17.99,0,PayPal,4,0.24,Sci-Fi,sample,33333,abc,yes
CUS_4376,23,Other,Premium,15.27,27,Asia,Tablet,17.99,0,PayPal,1,0.55,Drama,random,87554,xyz,maybe
CUS_458,57,Male,Standard,3.51,50,Oceania,Laptop,13.99,1,Credit Card,1,0.07,Documentary,sample,83660,abc,no
CUS_2399,24,Female,Basic,14.8,28,North America,Laptop,8.99,0,Debit Card,5,0.51,Drama,random,84265,none,no
CUS_1678,51,Other,Basic,1.5,34,,TV,8.99,1,Crypto,2,0.04,Documentary,trash,93930,temp,maybe
CUS_3644,59,Other,Basic,5.65,37,Africa,Tablet,8.99,1,Debit Card,2,0.15,Comedy,trash,76100,abc,yes
CUS_096,67,Female,Premium,9.87,6,N/A,TV,17.99,0,PayPal,3,1.41,Action,dummy,18135,temp,maybe
CUS_2541,34,Male,Basic,31.66,60,Africa,TV,8.99,0,Gift Card,5,0.52,Sci-Fi,trash,96992,none,maybe
CUS_170,25,Female,Basic,18.4,55,Asia,TV,8.99,1,Debit Card,4,0.33,Drama,trash,71572,none,no
CUS_1609,66,Male,Premium,5.17,18,###,Laptop,17.99,0,Gift Card,3,0.27,Drama,random,98423,xyz,maybe
CUS_2095,66,Other,Premium,10.48,29,,Mobile,17.99,0,PayPal,3,0.35,Horror,random,31389,abc,no
CUS_4501,18,Male,Standard,3.49,54,Oceania,Laptop,13.99,1,Crypto,3,0.06,Sci-Fi,dummy,62624,temp,yes
CUS_1042,64,Male,Standard,8.35,32,N/A,TV,13.99,1,Credit Card,2,0.25,Action,sample,16231,temp,yes
CUS_2953,37,Male,Standard,28.57,4,Europe,Mobile,13.99,0,Credit Card,2,5.71,Horror,dummy,83006,xyz,maybe
CUS_4873,52,Female,Standard,13.19,18,Asia,Desktop,13.99,0,Credit Card,5,0.69,Comedy,trash,72439,none,no
CUS_4699,46,Male,Standard,2.98,51,###,Laptop,13.99,1,Credit Card,1,0.06,Action,sample,6110,abc,yes
CUS_2572,53,Other,Standard,39.33,16,unknown,Laptop,13.99,0,Debit Card,4,2.31,Documentary,sample,52414,temp,no
CUS_3621,55,Female,Standard,5.36,42,Africa,Desktop,13.99,0,Debit Card,5,0.12,Horror,trash,12381,temp,maybe
CUS_2940,29,Female,Basic,10.64,36,Europe,Tablet,8.99,1,PayPal,1,0.29,Action,random,36400,temp,maybe
CUS_1082,28,Male,Premium,4.6,16,South America,Mobile,17.99,0,PayPal,4,0.27,Action,random,21527,abc,yes
CUS_4258,39,Male,Premium,7.64,40,,Desktop,17.99,1,PayPal,1,0.19,Action,sample,34624,abc,no
CUS_3720,55,Male,Standard,22.74,5,Europe,Mobile,13.99,0,PayPal,3,3.79,Horror,random,83883,temp,yes
CUS_2119,25,Other,Basic,17.9,3,Oceania,Tablet,8.99,0,Crypto,3,4.47,Romance,random,10607,temp,yes
CUS_1177,67,Female,Standard,8.12,26,invalid,TV,13.99,0,Credit Card,3,0.3,Drama,trash,32487,xyz,yes
CUS_4371,39,Male,Basic,34.56,39,Europe,Mobile,8.99,0,Debit Card,1,0.86,Comedy,dummy,92209,temp,yes
CUS_1047,53,Female,Basic,20.8,27,,Mobile,8.99,0,Gift Card,5,0.74,Comedy,sample,64401,temp,yes
CUS_1929,35,Male,Premium,9.21,34,North America,Tablet,17.99,0,PayPal,5,0.26,Sci-Fi,trash,40296,xyz,yes
CUS_1924,64,Female,Basic,3.25,44,Asia,Laptop,8.99,1,Credit Card,1,0.07,Drama,dummy,99905,abc,no
CUS_1644,40,Other,Basic,24.02,23,Asia,Laptop,8.99,0,PayPal,5,1.0,Documentary,sample,96721,temp,no
CUS_2482,33,Female,Standard,6.82,17,Africa,Tablet,13.99,0,PayPal,3,0.38,Sci-Fi,trash,94317,xyz,maybe
CUS_801,59,Other,Basic,20.13,6,N/A,Mobile,8.99,0,Credit Card,1,2.88,Drama,random,63070,xyz,maybe
CUS_958,34,Male,Standard,22.28,51,,Mobile,13.99,0,PayPal,1,0.43,Drama,dummy,61273,xyz,no
CUS_3325,68,Other,Standard,12.66,7,,Tablet,13.99,0,Credit Card,2,1.58,Romance,trash,42372,abc,no
CUS_4845,44,Female,Premium,18.89,11,###,Laptop,17.99,0,PayPal,1,1.57,Documentary,random,70532,abc,maybe
CUS_4408,51,Other,Standard,3.38,40,???,Desktop,13.99,1,Gift Card,3,0.08,Sci-Fi,random,23285,none,no
CUS_4475,18,Female,Basic,3.19,16,,Laptop,8.99,1,Gift Card,4,0.19,Action,dummy,56703,xyz,yes
CUS_1353,36,Female,Basic,0.05,25,,Desktop,8.99,1,Debit Card,4,0.0,Action,trash,64302,abc,no
CUS_264,50,Male,Standard,7.88,43,Europe,Tablet,13.99,1,Crypto,1,0.18,Horror,dummy,52747,temp,maybe
CUS_1023,64,Male,Standard,46.62,48,Asia,Laptop,13.99,0,PayPal,3,0.95,Horror,random,81952,abc,yes
CUS_3766,34,Male,Premium,27.92,35,,TV,17.99,0,Crypto,4,0.78,Horror,trash,9418,xyz,yes
CUS_2629,49,Male,Standard,35.69,42,North America,TV,13.99,0,Credit Card,2,0.83,Drama,random,24562,none,yes
CUS_1321,56,Other,Standard,19.59,23,North America,Mobile,13.99,0,Debit Card,1,0.82,Comedy,random,79768,temp,maybe
CUS_4421,68,Female,Premium,10.16,25,Africa,Tablet,17.99,0,Debit Card,3,0.39,Horror,random,73250,temp,yes
CUS_4930,59,Female,Premium,6.0,8,South America,Desktop,17.99,0,Crypto,2,0.67,Documentary,sample,90320,xyz,yes
CUS_3038,63,Other,Premium,27.92,14,Africa,Laptop,17.99,0,Gift Card,3,1.86,Drama,sample,11385,xyz,no
CUS_3034,62,Male,Standard,9.73,52,,Tablet,13.99,1,Crypto,1,0.18,Drama,dummy,7045,none,maybe
CUS_857,66,Other,Standard,29.93,46,Africa,Mobile,13.99,0,Credit Card,5,0.64,Sci-Fi,random,72607,none,yes
CUS_643,63,Female,Standard,16.91,20,North America,Desktop,13.99,0,Gift Card,1,0.81,Horror,sample,81477,abc,yes
CUS_4710,63,Other,Basic,10.71,43,Asia,Laptop,8.99,1,Debit Card,2,0.24,Comedy,sample,17102,xyz,yes
CUS_3338,39,Female,Premium,7.21,42,N/A,Tablet,17.99,1,PayPal,2,0.17,Action,random,2562,temp,yes
CUS_4221,66,Other,Premium,1.02,15,Europe,Mobile,17.99,1,Gift Card,5,0.06,Comedy,random,72853,xyz,no
CUS_2274,64,Other,Premium,8.46,20,Asia,Laptop,17.99,0,Debit Card,4,0.4,Romance,random,35806,xyz,maybe
CUS_3259,63,Other,Standard,1.77,56,North America,Mobile,13.99,1,Debit Card,5,0.03,Horror,random,68296,xyz,maybe
CUS_1026,59,Female,Premium,4.67,13,Oceania,Mobile,17.99,0,PayPal,5,0.33,Action,dummy,77142,xyz,yes
CUS_4623,31,Other,Basic,7.64,46,North America,TV,8.99,1,Credit Card,4,0.16,Drama,trash,88614,temp,maybe
CUS_2647,21,Male,Standard,51.45,24,Asia,Laptop,13.99,0,Credit Card,1,2.06,Romance,random,30594,temp,no
CUS_2717,37,Other,Basic,18.15,54,North America,Desktop,8.99,1,Debit Card,1,0.33,Sci-Fi,trash,38237,abc,maybe
CUS_1766,23,Female,Premium,14.78,11,,TV,17.99,0,Debit Card,2,1.23,Documentary,dummy,51002,temp,no
CUS_1169,66,Other,Premium,14.44,48,,TV,17.99,1,Crypto,3,0.29,Comedy,sample,57075,abc,yes
CUS_1129,18,Female,Premium,0.38,37,,TV,17.99,1,Crypto,5,0.01,Action,trash,96278,temp,no
CUS_3313,66,Other,Premium,51.07,9,Africa,Laptop,17.99,0,Crypto,5,5.11,Action,trash,34684,temp,yes
CUS_1098,57,Female,Premium,19.3,42,Europe,Desktop,17.99,1,Gift Card,4,0.45,Romance,dummy,76595,temp,yes
CUS_2901,61,Male,Premium,4.67,43,South America,TV,17.99,1,Crypto,4,0.11,Romance,sample,20425,none,maybe
CUS_3443,59,Female,Basic,19.32,36,North America,Tablet,8.99,1,PayPal,3,0.52,Comedy,sample,52310,abc,no
CUS_3915,30,Female,Basic,4.21,13,Oceania,Desktop,8.99,1,Debit Card,4,0.3,Drama,random,92006,xyz,no
CUS_2956,25,Other,Standard,0.9,27,North America,Mobile,13.99,1,PayPal,3,0.03,Horror,random,11651,none,yes
CUS_2464,26,Other,Standard,13.02,41,North America,Tablet,13.99,1,Crypto,1,0.31,Sci-Fi,dummy,78331,none,no
CUS_3877,60,Other,Standard,13.86,8,invalid,Desktop,13.99,0,Debit Card,1,1.54,Documentary,trash,27109,none,yes
CUS_3051,22,Other,Standard,1.42,37,invalid,Tablet,13.99,1,Gift Card,2,0.04,Sci-Fi,trash,62741,xyz,maybe
CUS_4181,46,Male,Premium,36.23,16,invalid,Desktop,17.99,0,Credit Card,4,2.13,Sci-Fi,trash,98734,abc,no
CUS_889,20,Female,Premium,9.46,35,North America,Mobile,17.99,1,Crypto,2,0.26,Sci-Fi,dummy,50134,temp,no
CUS_4872,62,Female,Standard,1.12,42,Asia,TV,13.99,1,Credit Card,1,0.03,Sci-Fi,random,17694,xyz,no
